author_name,family_name,genus_name,species,concat_species,ecocode_definition,ecocode,ecocode_abbreviation,ecocode_system,koch_type,taxon
(F.),CARABIDAE,Chlaenius,nigricornis,Chlaenius nigricornis,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Chlaenius|nigricornis|(F.)
(F.),CARABIDAE,Cychrus,attenuatus,Cychrus attenuatus,Wood and trees,Wood and trees,BEco04,Bugs,,Cychrus|attenuatus|(F.)
(F.),CARABIDAE,Cychrus,attenuatus,Cychrus attenuatus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Cychrus|attenuatus|(F.)
(F.),CARABIDAE,Cychrus,attenuatus,Cychrus attenuatus,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Cychrus|attenuatus|(F.)
(F.),CARABIDAE,Cychrus,attenuatus,Cychrus attenuatus,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Cychrus|attenuatus|(F.)
(F.),CARABIDAE,Cymindis,axillaris,Cymindis axillaris,Meadowland,Meadowland,BEco03,Bugs,,Cymindis|axillaris|(F.)
(F.),CARABIDAE,Cymindis,axillaris,Cymindis axillaris,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Cymindis|axillaris|(F.)
(F.),CARABIDAE,Cymindis,axillaris,Cymindis axillaris,prefers dry places,xerophilous,HTyxe,KochGroup,Habitat type,Cymindis|axillaris|(F.)
(F.),CARABIDAE,Dromius,agilis,Dromius agilis,Wood and trees,Wood and trees,BEco04,Bugs,,Dromius|agilis|(F.)
(F.),CARABIDAE,Dromius,agilis,Dromius agilis,under bark,corticolous,Ecoco,KochGroup,Ecology,Dromius|agilis|(F.)
(F.),CARABIDAE,Dromius,agilis,Dromius agilis,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Dromius|agilis|(F.)
(F.),CARABIDAE,Dromius,agilis,Dromius agilis,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Dromius|agilis|(F.)
(F.),CARABIDAE,Lasiotrechus,discus,Lasiotrechus discus,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Lasiotrechus|discus|(F.)
(F.),CARABIDAE,Lasiotrechus,discus,Lasiotrechus discus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Lasiotrechus|discus|(F.)
(F.),CARABIDAE,Lasiotrechus,discus,Lasiotrechus discus,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Lasiotrechus|discus|(F.)
(F.),CARABIDAE,Lasiotrechus,discus,Lasiotrechus discus,on river banks,ripicolous,Ecori,KochGroup,Ecology,Lasiotrechus|discus|(F.)
(F.),CARABIDAE,Lasiotrechus,discus,Lasiotrechus discus,,terricolous or subterranean,Ecote,KochGroup,,Lasiotrechus|discus|(F.)
(F.),CARABIDAE,Leistus,spinibarbis,Leistus spinibarbis,Heathland and moorland,Heathland & moorland,BEco12,Bugs,,Leistus|spinibarbis|(F.)
(F.),CARABIDAE,Leistus,spinibarbis,Leistus spinibarbis,Meadowland,Meadowland,BEco03,Bugs,,Leistus|spinibarbis|(F.)
(F.),CARABIDAE,Leistus,spinibarbis,Leistus spinibarbis,Wood and trees,Wood and trees,BEco04,Bugs,,Leistus|spinibarbis|(F.)
(F.),CARABIDAE,Leistus,spinibarbis,Leistus spinibarbis,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Leistus|spinibarbis|(F.)
(F.),CARABIDAE,Leistus,spinibarbis,Leistus spinibarbis,prefers warm localities,thermophilous,HTyth,KochGroup,Habitat type,Leistus|spinibarbis|(F.)
(F.),CARABIDAE,Loricera,pilicornis,Loricera pilicornis,Disturbed ground/arable,Disturbed/arable,BEco06a,Bugs,,Loricera|pilicornis|(F.)
(F.),CARABIDAE,Loricera,pilicornis,Loricera pilicornis,Meadowland,Meadowland,BEco03,Bugs,,Loricera|pilicornis|(F.)
(F.),CARABIDAE,Loricera,pilicornis,Loricera pilicornis,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Loricera|pilicornis|(F.)
(F.),CARABIDAE,Loricera,pilicornis,Loricera pilicornis,Wood and trees,Wood and trees,BEco04,Bugs,,Loricera|pilicornis|(F.)
(F.),CARABIDAE,Loricera,pilicornis,Loricera pilicornis,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Loricera|pilicornis|(F.)
(F.),CARABIDAE,Loricera,pilicornis,Loricera pilicornis,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Loricera|pilicornis|(F.)
(F.),CARABIDAE,Loricera,pilicornis,Loricera pilicornis,in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Loricera|pilicornis|(F.)
(F.),CARABIDAE,Nebria,brevicollis,Nebria brevicollis,Meadowland,Meadowland,BEco03,Bugs,,Nebria|brevicollis|(F.)
(F.),CARABIDAE,Nebria,brevicollis,Nebria brevicollis,Wood and trees,Wood and trees,BEco04,Bugs,,Nebria|brevicollis|(F.)
(F.),CARABIDAE,Nebria,brevicollis,Nebria brevicollis,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Nebria|brevicollis|(F.)
(F.),CARABIDAE,Nebria,brevicollis,Nebria brevicollis,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Nebria|brevicollis|(F.)
(F.),CARABIDAE,Nebria,brevicollis,Nebria brevicollis,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Nebria|brevicollis|(F.)
(F.),CARABIDAE,Notiophilus,biguttatus,Notiophilus biguttatus,Wood and trees,Wood and trees,BEco04,Bugs,,Notiophilus|biguttatus|(F.)
(F.),CARABIDAE,Notiophilus,biguttatus,Notiophilus biguttatus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Notiophilus|biguttatus|(F.)
(F.),CARABIDAE,Notiophilus,biguttatus,Notiophilus biguttatus,in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Notiophilus|biguttatus|(F.)
(F.),CARABIDAE,Notiophilus,biguttatus,Notiophilus biguttatus,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Notiophilus|biguttatus|(F.)
(F.),CARABIDAE,Notiophilus,biguttatus,Notiophilus biguttatus,prefers dry places,xerophilous,HTyxe,KochGroup,Habitat type,Notiophilus|biguttatus|(F.)
(F.),CARABIDAE,Omophron,limbatum,Omophron limbatum,Halotolerant (all salts),Halotolerant,BEco13,Bugs,Habitat type,Omophron|limbatum|(F.)
(F.),CARABIDAE,Omophron,limbatum,Omophron limbatum,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Omophron|limbatum|(F.)
(F.),CARABIDAE,Omophron,limbatum,Omophron limbatum,on sand,arenicolous,Ecoar,KochGroup,Ecology,Omophron|limbatum|(F.)
(F.),CARABIDAE,Omophron,limbatum,Omophron limbatum,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Omophron|limbatum|(F.)
(F.),CARABIDAE,Omophron,limbatum,Omophron limbatum,on river banks,ripicolous,Ecori,KochGroup,Ecology,Omophron|limbatum|(F.)
(F.),CARABIDAE,Omophron,limbatum,Omophron limbatum,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Omophron|limbatum|(F.)
(F.),CARABIDAE,Oodes,helopioides,Oodes helopioides,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Oodes|helopioides|(F.)
(F.),CARABIDAE,Oodes,helopioides,Oodes helopioides,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Oodes|helopioides|(F.)
(F.),CARABIDAE,Oodes,helopioides,Oodes helopioides,in swamps,paludicolous,Ecopa,KochGroup,Ecology,Oodes|helopioides|(F.)
(F.),CARABIDAE,Oodes,helopioides,Oodes helopioides,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Oodes|helopioides|(F.)
(F.),CARABIDAE,Ophonus,azureus,Ophonus azureus,Disturbed ground/arable,Disturbed/arable,BEco06a,Bugs,,Ophonus|azureus|(F.)
(F.),CARABIDAE,Ophonus,azureus,Ophonus azureus,Sandy/dry disturbed ground/arable,Sandy/dry disturbed/arable,BEco06b,Bugs,,Ophonus|azureus|(F.)
(F.),CARABIDAE,Ophonus,azureus,Ophonus azureus,,carpophagous,FNoCa,KochGroup,,Ophonus|azureus|(F.)
(F.),CARABIDAE,Ophonus,azureus,Ophonus azureus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Ophonus|azureus|(F.)
(F.),CARABIDAE,Ophonus,azureus,Ophonus azureus,prefers warm localities,thermophilous,HTyth,KochGroup,Habitat type,Ophonus|azureus|(F.)
(F.),CARABIDAE,Ophonus,rufibarbis,Ophonus rufibarbis,Disturbed ground/arable,Disturbed/arable,BEco06a,Bugs,,Ophonus|rufibarbis|(F.)
(F.),CARABIDAE,Ophonus,rufibarbis,Ophonus rufibarbis,Sandy/dry disturbed ground/arable,Sandy/dry disturbed/arable,BEco06b,Bugs,,Ophonus|rufibarbis|(F.)
(F.),CARABIDAE,Ophonus,rufibarbis,Ophonus rufibarbis,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Ophonus|rufibarbis|(F.)
(F.),CARABIDAE,Ophonus,rufibarbis,Ophonus rufibarbis,in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Ophonus|rufibarbis|(F.)
(F.),CARABIDAE,Ophonus,rufibarbis,Ophonus rufibarbis,prefers dry places,xerophilous,HTyxe,KochGroup,Habitat type,Ophonus|rufibarbis|(F.)
(F.),CARABIDAE,Panagaeus,bipustulatus,Panagaeus bipustulatus,Sandy/dry disturbed ground/arable,Sandy/dry disturbed/arable,BEco06b,Bugs,,Panagaeus|bipustulatus|(F.)
(F.),CARABIDAE,Panagaeus,bipustulatus,Panagaeus bipustulatus,attracted to light,heliophilous,HTyhe,KochGroup,Habitat type,Panagaeus|bipustulatus|(F.)
(F.),CARABIDAE,Panagaeus,bipustulatus,Panagaeus bipustulatus,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Panagaeus|bipustulatus|(F.)
(F.),CARABIDAE,Panagaeus,bipustulatus,Panagaeus bipustulatus,prefers dry places,xerophilous,HTyxe,KochGroup,Habitat type,Panagaeus|bipustulatus|(F.)
(F.),CARABIDAE,Paranchus,albipes,Paranchus albipes,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Paranchus|albipes|(F.)
(F.),CARABIDAE,Paranchus,albipes,Paranchus albipes,Wood and trees,Wood and trees,BEco04,Bugs,,Paranchus|albipes|(F.)
(F.),CARABIDAE,Paranchus,albipes,Paranchus albipes,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Paranchus|albipes|(F.)
(F.),CARABIDAE,Paranchus,albipes,Paranchus albipes,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Paranchus|albipes|(F.)
(F.),CARABIDAE,Paranchus,albipes,Paranchus albipes,on river banks,ripicolous,Ecori,KochGroup,Ecology,Paranchus|albipes|(F.)
(F.),CARABIDAE,Pterostichus,madidus,Pterostichus madidus,Disturbed ground/arable,Disturbed/arable,BEco06a,Bugs,,Pterostichus|madidus|(F.)
(F.),CARABIDAE,Pterostichus,madidus,Pterostichus madidus,Wood and trees,Wood and trees,BEco04,Bugs,,Pterostichus|madidus|(F.)
(F.),CARABIDAE,Pterostichus,madidus,Pterostichus madidus,,carpophagous,FNoCa,KochGroup,,Pterostichus|madidus|(F.)
(F.),CARABIDAE,Pterostichus,madidus,Pterostichus madidus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Pterostichus|madidus|(F.)
(F.),CARABIDAE,Pterostichus,madidus,Pterostichus madidus,on living or dead plant and animal materials,omnivorous,FDeOm,KochGroup,Food dependency,Pterostichus|madidus|(F.)
(F.),CARABIDAE,Pterostichus,madidus,Pterostichus madidus,feeds exclusively on animal matter,zoophagous,FNoZo,KochGroup,Food dependency,Pterostichus|madidus|(F.)
(F.),CARABIDAE,Pterostichus,oblongopunctatus,Pterostichus oblongopunctatus,Wood and trees,Wood and trees,BEco04,Bugs,,Pterostichus|oblongopunctatus|(F.)
(F.),CARABIDAE,Pterostichus,oblongopunctatus,Pterostichus oblongopunctatus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Pterostichus|oblongopunctatus|(F.)
(F.),CARABIDAE,Pterostichus,oblongopunctatus,Pterostichus oblongopunctatus,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Pterostichus|oblongopunctatus|(F.)
(F.),CARABIDAE,Pterostichus,oblongopunctatus,Pterostichus oblongopunctatus,prefers dry places,xerophilous,HTyxe,KochGroup,Habitat type,Pterostichus|oblongopunctatus|(F.)
(F.),CARABIDAE,Somotrichus,elevatus,Somotrichus elevatus,General synanthropic,General synanthropic,BEco09a,Bugs,,Somotrichus|elevatus|(F.)
(F.),CARABIDAE,Somotrichus,elevatus,Somotrichus elevatus,prefers a foodstuff originating from abroad,xenophilous,FDeXn,KochGroup,Food dependency,Somotrichus|elevatus|(F.)
(F.),CARABIDAE,Trechus,rubens,Trechus rubens,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Trechus|rubens|(F.)
(F.),CARABIDAE,Trechus,rubens,Trechus rubens,Wood and trees,Wood and trees,BEco04,Bugs,,Trechus|rubens|(F.)
(F.),CARABIDAE,Trechus,rubens,Trechus rubens,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Trechus|rubens|(F.)
(F.),CARABIDAE,Trechus,rubens,Trechus rubens,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Trechus|rubens|(F.)
(F.),CARABIDAE,Trechus,rubens,Trechus rubens,prefers shade,pholeophilous,HTyph,KochGroup,Habitat type,Trechus|rubens|(F.)
(F.),CATOPIDAE,Catops,morio,Catops morio,Carrion,Carrion,BEco07b,Bugs,,Catops|morio|(F.)
(F.),CATOPIDAE,Catops,morio,Catops morio,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Catops|morio|(F.)
(F.),CATOPIDAE,Catops,morio,Catops morio,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Catops|morio|(F.)
(F.),CATOPIDAE,Catops,morio,Catops morio,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Catops|morio|(F.)
(F.),CATOPIDAE,Catops,morio,Catops morio,associated with carrion,necrophilous,HTyne,KochGroup,Habitat type,Catops|morio|(F.)
(F.),CATOPIDAE,Catops,morio,Catops morio,prefers shade,pholeophilous,HTyph,KochGroup,Habitat type,Catops|morio|(F.)
(F.),CATOPIDAE,Choleva,angustata,Choleva angustata,Disturbed ground/arable,Disturbed/arable,BEco06a,Bugs,,Choleva|angustata|(F.)
(F.),CATOPIDAE,Choleva,angustata,Choleva angustata,Meadowland,Meadowland,BEco03,Bugs,,Choleva|angustata|(F.)
(F.),CATOPIDAE,Choleva,angustata,Choleva angustata,Wood and trees,Wood and trees,BEco04,Bugs,,Choleva|angustata|(F.)
(F.),CATOPIDAE,Choleva,angustata,Choleva angustata,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Choleva|angustata|(F.)
(F.),CATOPIDAE,Choleva,angustata,Choleva angustata,associated with carrion,necrophilous,HTyne,KochGroup,Habitat type,Choleva|angustata|(F.)
(F.),CATOPIDAE,Choleva,angustata,Choleva angustata,in caves,trogophilous,HTytr,KochGroup,Habitat type,Choleva|angustata|(F.)
(F.),CATOPIDAE,Choleva,angustata,Choleva angustata,prefers dry places,xerophilous,HTyxe,KochGroup,Habitat type,Choleva|angustata|(F.)
(F.),CERAMBYCIDAE,Acanthocinus,griseus,Acanthocinus griseus,Coniferous Wood and tree indicators,Indicators: Coniferous,BEco04b,Bugs,,Acanthocinus|griseus|(F.)
(F.),CERAMBYCIDAE,Acanthocinus,griseus,Acanthocinus griseus,Wood and trees,Wood and trees,BEco04,Bugs,,Acanthocinus|griseus|(F.)
(F.),CERAMBYCIDAE,Acmaeops,marginata,Acmaeops marginata,Wood and trees,Wood and trees,BEco04,Bugs,,Acmaeops|marginata|(F.)
(F.),CERAMBYCIDAE,Acmaeops,marginata,Acmaeops marginata,on trees,arboricolous,Ecoab,KochGroup,Ecology,Acmaeops|marginata|(F.)
(F.),CERAMBYCIDAE,Acmaeops,marginata,Acmaeops marginata,under bark,corticolous,Ecoco,KochGroup,Ecology,Acmaeops|marginata|(F.)
(F.),CERAMBYCIDAE,Acmaeops,marginata,Acmaeops marginata,on flowers,floricolous,Ecofl,KochGroup,Ecology,Acmaeops|marginata|(F.)
(F.),CERAMBYCIDAE,Acmaeops,marginata,Acmaeops marginata,in wood,lignicolous,Ecoli,KochGroup,Ecology,Acmaeops|marginata|(F.)
(F.),CERAMBYCIDAE,Acmaeops,marginata,Acmaeops marginata,feeds on pollen,pollenophagous,FNoPn,KochGroup,Food nourishment,Acmaeops|marginata|(F.)
(F.),CERAMBYCIDAE,Acmaeops,marginata,Acmaeops marginata,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Acmaeops|marginata|(F.)
(F.),CERAMBYCIDAE,Acmaeops,marginata,Acmaeops marginata,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Acmaeops|marginata|(F.)
(F.),CERAMBYCIDAE,Acmaeops,marginata,Acmaeops marginata,feeds on wood,xylophagous,FNoXy,KochGroup,Food nourishment,Acmaeops|marginata|(F.)
(F.),CERAMBYCIDAE,Acmaeops,smaragdula,Acmaeops smaragdula,Wood and trees,Wood and trees,BEco04,Bugs,,Acmaeops|smaragdula|(F.)
(F.),CERAMBYCIDAE,Anoplodera,sexguttata,Anoplodera sexguttata,Wood and trees,Wood and trees,BEco04,Bugs,,Anoplodera|sexguttata|(F.)
(F.),CERAMBYCIDAE,Corymbia,scutellata,Corymbia scutellata,Wood and trees,Wood and trees,BEco04,Bugs,,Corymbia|scutellata|(F.)
(F.),CERAMBYCIDAE,Corymbia,scutellata,Corymbia scutellata,on flowers,floricolous,Ecofl,KochGroup,Ecology,Corymbia|scutellata|(F.)
(F.),CERAMBYCIDAE,Corymbia,scutellata,Corymbia scutellata,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Corymbia|scutellata|(F.)
(F.),CERAMBYCIDAE,Corymbia,scutellata,Corymbia scutellata,in wood,lignicolous,Ecoli,KochGroup,Ecology,Corymbia|scutellata|(F.)
(F.),CERAMBYCIDAE,Corymbia,scutellata,Corymbia scutellata,feeds on pollen,pollenophagous,FNoPn,KochGroup,Food nourishment,Corymbia|scutellata|(F.)
(F.),CERAMBYCIDAE,Corymbia,scutellata,Corymbia scutellata,on a wide variety of various plant or animal species,polyphagous,FDePo,KochGroup,Food dependency,Corymbia|scutellata|(F.)
(F.),CERAMBYCIDAE,Corymbia,scutellata,Corymbia scutellata,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Corymbia|scutellata|(F.)
(F.),CERAMBYCIDAE,Corymbia,scutellata,Corymbia scutellata,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Corymbia|scutellata|(F.)
(F.),CERAMBYCIDAE,Corymbia,scutellata,Corymbia scutellata,in wood debris,xylodetriticolous,Ecoxy,KochGroup,Ecology,Corymbia|scutellata|(F.)
(F.),CERAMBYCIDAE,Corymbia,scutellata,Corymbia scutellata,feeds on wood,xylophagous,FNoXy,KochGroup,Food nourishment,Corymbia|scutellata|(F.)
(F.),CERAMBYCIDAE,Gracilia,minuta,Gracilia minuta,Wood and trees,Wood and trees,BEco04,Bugs,,Gracilia|minuta|(F.)
(F.),CERAMBYCIDAE,Gracilia,minuta,Gracilia minuta,in wood,lignicolous,Ecoli,KochGroup,Ecology,Gracilia|minuta|(F.)
(F.),CERAMBYCIDAE,Gracilia,minuta,Gracilia minuta,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Gracilia|minuta|(F.)
(F.),CERAMBYCIDAE,Gracilia,minuta,Gracilia minuta,"typical, but non-obligate synanthrope",Typically Sy,HRaSn,KochGroup,Habitat range,Gracilia|minuta|(F.)
(F.),CERAMBYCIDAE,Gracilia,minuta,Gracilia minuta,feeds on wood,xylophagous,FNoXy,KochGroup,Food nourishment,Gracilia|minuta|(F.)
(F.),CERAMBYCIDAE,Grammoptera,ruficornis,Grammoptera ruficornis,Wood and trees,Wood and trees,BEco04,Bugs,,Grammoptera|ruficornis|(F.)
(F.),CERAMBYCIDAE,Grammoptera,ruficornis,Grammoptera ruficornis,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Grammoptera|ruficornis|(F.)
(F.),CERAMBYCIDAE,Grammoptera,ruficornis,Grammoptera ruficornis,on flowers,floricolous,Ecofl,KochGroup,Ecology,Grammoptera|ruficornis|(F.)
(F.),CERAMBYCIDAE,Grammoptera,ruficornis,Grammoptera ruficornis,feeds on pollen,pollenophagous,FNoPn,KochGroup,Food nourishment,Grammoptera|ruficornis|(F.)
(F.),CERAMBYCIDAE,Grammoptera,ruficornis,Grammoptera ruficornis,on a wide variety of various plant or animal species,polyphagous,FDePo,KochGroup,Food dependency,Grammoptera|ruficornis|(F.)
(F.),CERAMBYCIDAE,Grammoptera,ruficornis,Grammoptera ruficornis,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Grammoptera|ruficornis|(F.)
(F.),CERAMBYCIDAE,Grammoptera,ruficornis,Grammoptera ruficornis,in wood debris,xylodetriticolous,Ecoxy,KochGroup,Ecology,Grammoptera|ruficornis|(F.)
(F.),CERAMBYCIDAE,Grammoptera,ruficornis,Grammoptera ruficornis,feeds on wood,xylophagous,FNoXy,KochGroup,Food nourishment,Grammoptera|ruficornis|(F.)
(F.),CERAMBYCIDAE,Leptura,aurulenta,Leptura aurulenta,Deciduous Wood and tree indicators,Indicators: Deciduous,BEco04a,Bugs,,Leptura|aurulenta|(F.)
(F.),CERAMBYCIDAE,Leptura,aurulenta,Leptura aurulenta,Wood and trees,Wood and trees,BEco04,Bugs,,Leptura|aurulenta|(F.)
(F.),CERAMBYCIDAE,Mesosa,nebulosa,Mesosa nebulosa,Wood and trees,Wood and trees,BEco04,Bugs,,Mesosa|nebulosa|(F.)
(F.),CERAMBYCIDAE,Mesosa,nebulosa,Mesosa nebulosa,on trees,arboricolous,Ecoab,KochGroup,Ecology,Mesosa|nebulosa|(F.)
(F.),CERAMBYCIDAE,Mesosa,nebulosa,Mesosa nebulosa,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Mesosa|nebulosa|(F.)
(F.),CERAMBYCIDAE,Mesosa,nebulosa,Mesosa nebulosa,in wood,lignicolous,Ecoli,KochGroup,Ecology,Mesosa|nebulosa|(F.)
(F.),CERAMBYCIDAE,Mesosa,nebulosa,Mesosa nebulosa,on a wide variety of various plant or animal species,polyphagous,FDePo,KochGroup,Food dependency,Mesosa|nebulosa|(F.)
(F.),CERAMBYCIDAE,Mesosa,nebulosa,Mesosa nebulosa,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Mesosa|nebulosa|(F.)
(F.),CERAMBYCIDAE,Mesosa,nebulosa,Mesosa nebulosa,in wood debris,xylodetriticolous,Ecoxy,KochGroup,Ecology,Mesosa|nebulosa|(F.)
(F.),CERAMBYCIDAE,Mesosa,nebulosa,Mesosa nebulosa,feeds on wood,xylophagous,FNoXy,KochGroup,Food nourishment,Mesosa|nebulosa|(F.)
(F.),CERAMBYCIDAE,Nothorhina,punctata,Nothorhina punctata,Coniferous Wood and tree indicators,Indicators: Coniferous,BEco04b,Bugs,,Nothorhina|punctata|(F.)
(F.),CERAMBYCIDAE,Nothorhina,punctata,Nothorhina punctata,Wood and trees,Wood and trees,BEco04,Bugs,,Nothorhina|punctata|(F.)
(F.),CERAMBYCIDAE,Obrium,brunneum,Obrium brunneum,Wood and trees,Wood and trees,BEco04,Bugs,,Obrium|brunneum|(F.)
(F.),CERAMBYCIDAE,Pseudovadonia,livida,Pseudovadonia livida,Wood and trees,Wood and trees,BEco04,Bugs,,Pseudovadonia|livida|(F.)
(F.),CERAMBYCIDAE,Tetropium,fuscum,Tetropium fuscum,Coniferous Wood and tree indicators,Indicators: Coniferous,BEco04b,Bugs,,Tetropium|fuscum|(F.)
(F.),CERAMBYCIDAE,Tetropium,fuscum,Tetropium fuscum,Wood and trees,Wood and trees,BEco04,Bugs,,Tetropium|fuscum|(F.)
(F.),CHRYSOMELIDAE,Chrysolina,banksi,Chrysolina banksi,Disturbed ground/arable,Disturbed/arable,BEco06a,Bugs,,Chrysolina|banksi|(F.)
(F.),CHRYSOMELIDAE,Chrysolina,banksi,Chrysolina banksi,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Chrysolina|banksi|(F.)
(F.),CHRYSOMELIDAE,Chrysolina,banksi,Chrysolina banksi,on a narrow range of often closely related plant or animal species,oligophagous,FDeOl,KochGroup,Food dependency,Chrysolina|banksi|(F.)
(F.),CHRYSOMELIDAE,Chrysolina,banksi,Chrysolina banksi,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Chrysolina|banksi|(F.)
(F.),CHRYSOMELIDAE,Chrysolina,limbata,Chrysolina limbata,Meadowland,Meadowland,BEco03,Bugs,,Chrysolina|limbata|(F.)
(F.),CHRYSOMELIDAE,Chrysolina,limbata,Chrysolina limbata,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Chrysolina|limbata|(F.)
(F.),CHRYSOMELIDAE,Chrysolina,limbata,Chrysolina limbata,on a narrow range of often closely related plant or animal species,oligophagous,FDeOl,KochGroup,Food dependency,Chrysolina|limbata|(F.)
(F.),CHRYSOMELIDAE,Chrysolina,limbata,Chrysolina limbata,feeds on leaves,phyllophagous,FNoPy,KochGroup,Food nourishment,Chrysolina|limbata|(F.)
(F.),CHRYSOMELIDAE,Chrysolina,limbata,Chrysolina limbata,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Chrysolina|limbata|(F.)
(F.),CHRYSOMELIDAE,Chrysolina,limbata,Chrysolina limbata,prefers warm localities,thermophilous,HTyth,KochGroup,Habitat type,Chrysolina|limbata|(F.)
(F.),CHRYSOMELIDAE,Chrysolina,limbata,Chrysolina limbata,prefers dry places,xerophilous,HTyxe,KochGroup,Habitat type,Chrysolina|limbata|(F.)
(F.),CHRYSOMELIDAE,Crepidodera,fulvicornis,Crepidodera fulvicornis,Wood and trees,Wood and trees,BEco04,Bugs,,Crepidodera|fulvicornis|(F.)
(F.),CHRYSOMELIDAE,Crepidodera,fulvicornis,Crepidodera fulvicornis,on trees,arboricolous,Ecoab,KochGroup,Ecology,Crepidodera|fulvicornis|(F.)
